plan_order,wave,wave_name,batch,batch_name,chunk,risk,date,short_sha,sha,author,subject,rationale,top_dirs,files_changed,insertions,deletions,goal,validation,commit_url,new_in_revision,backlog_track,backlog_reason
289,6,Features & Enhancements,6G,Code & Build Improvements,6G-02,low,2026-03-17,994215e0dc,994215e0dca512b57b2c6e109a6b485b48d9b1f2,Thomas Trompette,Update store on data model mutation (#18684),improvement,"packages/twenty-front (23), packages/twenty-server (9), packages/twenty-sdk (3)",35,1395,921,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/994215e0dca512b57b2c6e109a6b485b48d9b1f2,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
290,6,Features & Enhancements,6G,Code & Build Improvements,6G-02,medium,2026-03-18,c7e89a18f0,c7e89a18f072a922ef88974c893367455518511c,Abdul Rahman,Migrate permission flag to syncable entity (#18567),improvement,"packages/twenty-server (64), packages/twenty-front (2), packages/twenty-sdk (2), packages/twenty-shared (1)",69,1814,156,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/c7e89a18f072a922ef88974c893367455518511c,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
291,6,Features & Enhancements,6G,Code & Build Improvements,6G-02,medium,2026-03-18,6d4d1a97bc,6d4d1a97bc8aaec501589887bfcae51683d67ce0,Abdul Rahman,Migrate object permission to syncable entity (#18609),improvement,"packages/twenty-server (81), packages/twenty-front (2), packages/twenty-sdk (2), packages/twenty-shared (1)",86,2459,408,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/6d4d1a97bc8aaec501589887bfcae51683d67ce0,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
292,6,Features & Enhancements,6G,Code & Build Improvements,6G-02,low,2026-03-18,2f095c8903,2f095c89035b4581a00088b2d3836276bdb23e4d,martmull,Scaffold light twenty app dev container (#18734),improvement,"packages/twenty-docker (21), packages/twenty-sdk (10), packages/create-twenty-app (6), packages/twenty-server (5)",44,850,360,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/2f095c89035b4581a00088b2d3836276bdb23e4d,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
293,6,Features & Enhancements,6G,Code & Build Improvements,6G-02,low,2026-03-19,5526d2e5d0,5526d2e5d0ec695cb174f7515eefef98fe24f25c,Thomas Trompette,Separate metadata and object record publisher (#18740),improvement,"packages/twenty-server (25), packages/twenty-sdk (3), packages/twenty-front (1)",29,1414,2329,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/5526d2e5d0ec695cb174f7515eefef98fe24f25c,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
294,6,Features & Enhancements,6G,Code & Build Improvements,6G-02,medium,2026-03-20,e7434bdc39,e7434bdc39a3e06e6ccca54859db0aa26bb13b02,Etienne,Direct graphql execution (#18759),improvement,"packages/twenty-server (60), packages/twenty-sdk (2), packages/twenty-front (1), packages/twenty-shared (1)",64,2202,28,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/e7434bdc39a3e06e6ccca54859db0aa26bb13b02,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
295,6,Features & Enhancements,6G,Code & Build Improvements,6G-02,low,2026-03-23,e9aa6f47e5,e9aa6f47e5381268bb1189403ec9c6b4ab343276,Baptiste Devessier,Allow users to create Fields and Field widget (#18801),improvement,"packages/twenty-front (9), packages/twenty-server (5), packages/twenty-sdk (3), packages/twenty-ui (2)",19,1969,819,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/e9aa6f47e5381268bb1189403ec9c6b4ab343276,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
296,6,Features & Enhancements,6G,Code & Build Improvements,6G-02,low,2026-03-23,be89ef30cd,be89ef30cda8a7114efdf8f063eee45b91b5e5a3,Baptiste Devessier,Migrate field widgets to backend (#18808),improvement,"packages/twenty-front (17), packages/twenty-server (17), packages/twenty-sdk (3), packages/twenty-shared (1)",38,1371,773,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/be89ef30cda8a7114efdf8f063eee45b91b5e5a3,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
297,6,Features & Enhancements,6G,Code & Build Improvements,6G-02,low,2026-03-24,56ea79d98c,56ea79d98c9d4ec4c263094ace7d70a5dfbb1873,Etienne,Perf investigation - Time qgl query (#18911),improvement,"packages/twenty-server (9), packages/twenty-sdk (2), packages/twenty-front (1), packages/twenty-shared (1)",13,181,11,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/56ea79d98c9d4ec4c263094ace7d70a5dfbb1873,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
298,6,Features & Enhancements,6G,Code & Build Improvements,6G-02,low,2026-03-25,37640521d5,37640521d5b04e34079df66f4089c41b58b70ae0,Abdul Rahman,"Batch create, update, and delete navigation menu items (#18882)",improvement,"packages/twenty-front (26), packages/twenty-server (19), packages/twenty-client-sdk (3)",48,2176,566,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/37640521d5b04e34079df66f4089c41b58b70ae0,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
300,6,Features & Enhancements,6G,Code & Build Improvements,6G-03,low,2026-03-27,281bb6d783,281bb6d783caea1da39bc19ed1777423db155b56,Paul Rastoin,Guard `yarn database:migrate:prod` (#19008),improvement,"packages/twenty-server (20), packages/twenty-docker (3), .github (2)",25,401,216,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/281bb6d783caea1da39bc19ed1777423db155b56,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
301,6,Features & Enhancements,6G,Code & Build Improvements,6G-03,low,2026-03-28,81fc960712,81fc9607125a6ade1a4e1f82b917913f4b9fddf4,Charles Bochet,Deprecate dataSource table with dual-write to workspace.databaseSchema (#19059),improvement,"packages/twenty-server (12), packages/twenty-client-sdk (3), packages/twenty-front (2), packages/twenty-shared (1)",18,161,42,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/81fc9607125a6ade1a4e1f82b917913f4b9fddf4,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
302,6,Features & Enhancements,6G,Code & Build Improvements,6G-03,low,2026-03-29,28de34cf20,28de34cf203f199ed2ddeb56f16a6e1a8dc2ceb8,Charles Bochet,chore: remove IS_DASHBOARD_V2_ENABLED feature flag (#19079),improvement,"packages/twenty-server (6), packages/twenty-client-sdk (2), packages/twenty-front (2), packages/twenty-shared (1)",11,20,117,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/28de34cf203f199ed2ddeb56f16a6e1a8dc2ceb8,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
303,6,Features & Enhancements,6G,Code & Build Improvements,6G-03,low,2026-03-29,4d74cc0a28,4d74cc0a28d67f6ee332c91827d50ca90822701e,Charles Bochet,chore: remove IS_APPLICATION_ENABLED feature flag (#19081),improvement,"packages/twenty-server (11), packages/twenty-front (5), packages/twenty-client-sdk (2), packages/twenty-shared (1)",19,13,180,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/4d74cc0a28d67f6ee332c91827d50ca90822701e,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
304,6,Features & Enhancements,6G,Code & Build Improvements,6G-03,low,2026-03-29,a3f468ef98,a3f468ef98a83a193ee783addc6dbbeb9bd84a94,Charles Bochet,chore: remove IS_ROW_LEVEL_PERMISSION_PREDICATES_ENABLED and IS_DATE_TIME_WHOLE_DAY_FILTER_ENABLED feature flags (#19082),improvement,"packages/twenty-server (10), packages/twenty-front (6), packages/twenty-client-sdk (2), packages/twenty-shared (1)",19,14,175,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/a3f468ef98a83a193ee783addc6dbbeb9bd84a94,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
305,6,Features & Enhancements,6G,Code & Build Improvements,6G-03,medium,2026-03-30,fe1377f18b,fe1377f18b0015502fba9df14766c12e22e83f8c,martmull,Provide applicatiion assets (#18973),improvement,"packages/twenty-server (30), packages/twenty-front (21), packages/twenty-sdk (9), packages/twenty-client-sdk (4)",74,2346,2537,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/fe1377f18b0015502fba9df14766c12e22e83f8c,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
306,6,Features & Enhancements,6G,Code & Build Improvements,6G-03,low,2026-03-30,8985dfbc5d,8985dfbc5d5ffc44f2d8917c7a3288d28429e061,martmull,Improve apps (#19120),improvement,"packages/twenty-sdk (8), packages/twenty-docs (4), packages/twenty-server (4), packages/create-twenty-app (2)",21,182,105,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/8985dfbc5d5ffc44f2d8917c7a3288d28429e061,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
307,6,Features & Enhancements,6G,Code & Build Improvements,6G-03,low,2026-03-31,c11e4ece39,c11e4ece39bbeaf6ba8355b034986a846f6a4f74,Baptiste Devessier,Fallback to field metadata (#19131),improvement,"packages/twenty-server (7), packages/twenty-shared (4), packages/twenty-client-sdk (3), packages/twenty-front (3)",17,591,68,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/c11e4ece39bbeaf6ba8355b034986a846f6a4f74,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
308,6,Features & Enhancements,6G,Code & Build Improvements,6G-03,low,2026-04-01,9054d3aef6,9054d3aef62f12cbf50dfc70c9e8e41e21c888c9,Raphaël Bosi,[COMMAND MENU ITEMS] Resolve object metadata label in dynamic command menu item label (#19211),improvement,"packages/twenty-shared (6), packages/twenty-sdk (2), packages/twenty-front (1)",9,131,2,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/9054d3aef62f12cbf50dfc70c9e8e41e21c888c9,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
310,6,Features & Enhancements,6G,Code & Build Improvements,6G-04,low,2026-04-01,16e3e38b79,16e3e38b79b471b4c5d0345d51334db3a5ce6c8c,martmull,Improve getting started doc (#19138),improvement,"packages/twenty-docs (14), packages/twenty-sdk (11), packages/twenty-apps (9), packages/twenty-docker (7)",50,2004,2633,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/16e3e38b79b471b4c5d0345d51334db3a5ce6c8c,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
311,6,Features & Enhancements,6G,Code & Build Improvements,6G-04,low,2026-04-02,691c86a4a7,691c86a4a72f8212c488388abc3c9da4539c642d,Raphaël Bosi,Fix front component not opening in side panel (#19238),platform_improvement,packages/twenty-front (1),1,6,6,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/691c86a4a72f8212c488388abc3c9da4539c642d,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
312,6,Features & Enhancements,6G,Code & Build Improvements,6G-04,low,2026-04-02,f688db30a9,f688db30a96d8debbb05507b9e19fbaba943454b,Raphaël Bosi,Command to deduplicate command menu items (#19202),improvement,"packages/twenty-front (11), packages/twenty-server (5), packages/twenty-client-sdk (2)",18,388,384,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/f688db30a96d8debbb05507b9e19fbaba943454b,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
313,6,Features & Enhancements,6G,Code & Build Improvements,6G-04,low,2026-04-02,885ab8b444,885ab8b4447db8fa21bd78f993065a52d05c398d,Baptiste Devessier,Seed Front Components (#19220),improvement,"packages/twenty-server (17), packages/twenty-client-sdk (3)",20,1085,273,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/885ab8b4447db8fa21bd78f993065a52d05c398d,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
314,6,Features & Enhancements,6G,Code & Build Improvements,6G-04,low,2026-04-02,579714b62f,579714b62fb3d4794b0ed92fe69354b323afa6bf,Etienne,Investigate memory leak (#19213),improvement,"packages/twenty-server (12), packages/twenty-client-sdk (2), packages/twenty-front (1), packages/twenty-shared (1)",16,87,113,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/579714b62fb3d4794b0ed92fe69354b323afa6bf,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
315,6,Features & Enhancements,6G,Code & Build Improvements,6G-04,low,2026-04-02,3c067f072c,3c067f072c2d47c2f0aa750f328ac7dceb3734c8,nitin,[AI] Improve tools tab (#19221),improvement,"packages/twenty-front (22), packages/twenty-server (18), packages/twenty-client-sdk (3), packages/twenty-shared (2)",46,1132,484,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/3c067f072c2d47c2f0aa750f328ac7dceb3734c8,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
319,6,Features & Enhancements,6G,Code & Build Improvements,6G-05,low,2026-04-07,8702300b07,8702300b071b56fccb7aa49619ef7fcb04b077de,martmull,App feedbacks fix option id required in apps (#19386),platform_improvement,"packages/twenty-apps (22), packages/twenty-sdk (6), packages/twenty-server (3), packages/twenty-client-sdk (2)",36,333,5062,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/8702300b071b56fccb7aa49619ef7fcb04b077de,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
320,7,UX Polish & Cosmetic,7A,Visual Polish,7A-01,low,2026-03-04,f09a9cc25a,f09a9cc25a00af5b76fee698e50e06c07c8026ce,Thomas Trompette,Replace align-center with padding (#18384),cosmetic,packages/twenty-front (1),1,2,1,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/f09a9cc25a00af5b76fee698e50e06c07c8026ce,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
321,7,UX Polish & Cosmetic,7A,Visual Polish,7A-01,low,2026-03-04,999dcd4468,999dcd44684713d3bbeac6ee4a68e1a8ced85e56,martmull,Increase size of input in test setting logic function tab (#18369),cosmetic,"packages/twenty-front (10), packages/twenty-ui (5)",15,249,64,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/999dcd44684713d3bbeac6ee4a68e1a8ced85e56,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
322,7,UX Polish & Cosmetic,7A,Visual Polish,7A-01,low,2026-03-05,4797f97a95,4797f97a95296fed316145ed8e536d71627b4907,Charles Bochet,fix: vertical alignment of +N More tab overflow button (#18446),cosmetic,packages/twenty-front (4),4,69,59,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/4797f97a95296fed316145ed8e536d71627b4907,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
323,7,UX Polish & Cosmetic,7A,Visual Polish,7A-01,low,2026-03-06,aa062644c8,aa062644c88481c9c27f618a0649c72fff273813,Lakshay Manchanda,Fixed scrollbar height issue in Kanban view and adjusted the calendar view to adjust with the new change (#18367),cosmetic,packages/twenty-front (2),2,5,3,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/aa062644c88481c9c27f618a0649c72fff273813,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
324,7,UX Polish & Cosmetic,7A,Visual Polish,7A-01,low,2026-03-06,1c898f36d6,1c898f36d697e7438113fc602cb4d551d04a2a91,BugIsGod,Fix workflow nodes color in dark mode (#18456),cosmetic,packages/twenty-front (1),1,2,1,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/1c898f36d697e7438113fc602cb4d551d04a2a91,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
325,7,UX Polish & Cosmetic,7A,Visual Polish,7A-01,low,2026-03-10,6e628bb751,6e628bb751bc0933907034326ffafd342f894a27,Thomas Trompette,Fix add more tab bottom separator (#18529),cosmetic,packages/twenty-front (6),6,33,87,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/6e628bb751bc0933907034326ffafd342f894a27,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
326,7,UX Polish & Cosmetic,7A,Visual Polish,7A-01,low,2026-03-13,3054679411,3054679411dc648386603aa292af3ea81a9c8355,williamjusticedavis,fix: add missing React key props to ButtonGroup and FloatingButtonGro… (#18615),cosmetic,packages/twenty-ui (2),2,12,12,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/3054679411dc648386603aa292af3ea81a9c8355,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
327,7,UX Polish & Cosmetic,7A,Visual Polish,7A-01,low,2026-03-16,93bd4960e3,93bd4960e3d806add5515abb13c789765082d4a5,Baptiste Devessier,Fix styles side column (#18632),cosmetic,packages/twenty-front (3),3,104,92,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/93bd4960e3d806add5515abb13c789765082d4a5,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
328,7,UX Polish & Cosmetic,7A,Visual Polish,7A-01,low,2026-03-17,1735c7527c,1735c7527cb49349fb98d61f18926f8ef3c2c02e,neo773,fix 2FA UI layout (#18688),cosmetic,packages/twenty-front (1),1,5,0,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/1735c7527cb49349fb98d61f18926f8ef3c2c02e,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
329,7,UX Polish & Cosmetic,7A,Visual Polish,7A-01,low,2026-03-18,a74edbf715,a74edbf7153c02ac35560163519eeba60c2f96ed,Charles Bochet,fix: route object color through standardOverrides for standard objects (#18717),cosmetic,"packages/twenty-server (8), packages/twenty-front (1)",9,227,26,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/a74edbf7153c02ac35560163519eeba60c2f96ed,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
330,7,UX Polish & Cosmetic,7A,Visual Polish,7A-02,low,2026-03-18,8ccaf635bc,8ccaf635bc242edd1d90ba8b84acf4c58c82bbfc,BugIsGod,fix: replace > button with button selector in styled wrappers (#18568),cosmetic,packages/twenty-front (2),2,3,3,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/8ccaf635bc242edd1d90ba8b84acf4c58c82bbfc,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
332,7,UX Polish & Cosmetic,7A,Visual Polish,7A-02,low,2026-03-23,c6d4162b73,c6d4162b73bb35c05564eee56a82a78ff37d1a6f,Thomas Trompette,Fix: Background color selected row + border bottom settings tab (#18870),cosmetic,packages/twenty-front (2),2,12,1,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/c6d4162b73bb35c05564eee56a82a78ff37d1a6f,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
333,7,UX Polish & Cosmetic,7A,Visual Polish,7A-02,low,2026-03-24,493830204a,493830204a349e9b56be509df972d54e1e4232d3,nitin,[AI] Fix new chat button stacking side panel and auto-focus editor (#18875),cosmetic,packages/twenty-front (5),5,17,15,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/493830204a349e9b56be509df972d54e1e4232d3,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
334,7,UX Polish & Cosmetic,7A,Visual Polish,7A-02,low,2026-03-24,ec459d8dc8,ec459d8dc834e1d7dd96b80d931d61e523cd70a6,Abdul Rahman,Fix cropped view/link overlay icons in collapsed navigation sidebar (#18883),cosmetic,packages/twenty-front (2),2,14,4,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/ec459d8dc834e1d7dd96b80d931d61e523cd70a6,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
335,7,UX Polish & Cosmetic,7A,Visual Polish,7A-02,low,2026-03-24,2317a701bd,2317a701bdad42419da9c2dbca9e271527408fc3,martmull,Fix double arrow (#18916),cosmetic,packages/twenty-front (1),1,1,7,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/2317a701bdad42419da9c2dbca9e271527408fc3,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
336,7,UX Polish & Cosmetic,7A,Visual Polish,7A-02,low,2026-03-25,766f956a15,766f956a15176517da8117d9d8ed3e2042668dcc,Abdul Rahman,Set system object icon colors to gray in New menu item flows (#18862),cosmetic,packages/twenty-front (23),23,209,214,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/766f956a15176517da8117d9d8ed3e2042668dcc,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
337,7,UX Polish & Cosmetic,7A,Visual Polish,7A-02,low,2026-03-25,b642d1b114,b642d1b114362cd42f59f611f27d0c173ffd3fee,Abdul Rahman,"Animate the sidebar when opening/closing an element in the ""opened"" section (#18867)",cosmetic,packages/twenty-front (5),5,12,45,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/b642d1b114362cd42f59f611f27d0c173ffd3fee,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
338,7,UX Polish & Cosmetic,7A,Visual Polish,7A-02,low,2026-03-26,578d990b9c,578d990b9cec17dc0e90d53677ab344409c3fd7f,nitin,[AI] Match ai chat composer to figma (#18874),cosmetic,"packages/twenty-front (24), packages/twenty-server (19), packages/twenty-shared (5), packages/twenty-ui (2)",50,641,406,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/578d990b9cec17dc0e90d53677ab344409c3fd7f,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
339,7,UX Polish & Cosmetic,7A,Visual Polish,7A-02,low,2026-03-26,29979f535d,29979f535dc403eafda1b19818028b55df98c7f4,nitin,[Ai] fix overflow on new chat button (#18996),cosmetic,packages/twenty-front (1),1,19,4,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/29979f535dc403eafda1b19818028b55df98c7f4,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
340,7,UX Polish & Cosmetic,7A,Visual Polish,7A-03,low,2026-03-26,b171a23216,b171a23216941901bac7d19e1ed4830f1c8b406d,nitin,[AI] replace custom styles with MenuItem and SidePanelGroup in AI agent persmissions tab (#19003),cosmetic,packages/twenty-front (9),9,198,339,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/b171a23216941901bac7d19e1ed4830f1c8b406d,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
341,7,UX Polish & Cosmetic,7A,Visual Polish,7A-03,low,2026-03-26,695518a15e,695518a15e5ec50f9f4371161b00901312fb97b0,Thomas des Francs,Fix not shared chip height + hard coded border radius (#19020),cosmetic,packages/twenty-front (1),1,4,1,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/695518a15e5ec50f9f4371161b00901312fb97b0,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
342,7,UX Polish & Cosmetic,7A,Visual Polish,7A-03,low,2026-03-30,cb85a1b5a3,cb85a1b5a385b939bc30fa9cb611d81f01b17749,Raphaël Bosi,Fix record name hover (#19109),cosmetic,packages/twenty-front (2),2,3,3,"Apply upstream visual polish, UX tweaks, and minor behavior improvements.","Visual inspection of affected components, verify spacing/alignment/dark-mode.",https://github.com/twentyhq/twenty/commit/cb85a1b5a385b939bc30fa9cb611d81f01b17749,yes,cherry-pick-candidate,Likely cherry-pickable after Waves 1-5 land
